Household_ID,Location,Family_Size,Education_Level,Employment_Type,Has_Savings_Account,Uses_Savings_Group,Uses_Mobile_Money,Distance_to_Bank_km,Borrowing,Selling_Assets,Reducing_Spending,Financial_Stress_Score,Month,Year,Crop_Income,Livestock_Income,Off_Farm_Income,Food_Expenses,Healthcare_Expenses,Education_Expenses,Discretionary_Expenses,Total_Income
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,11,1,"44,880.00","19,154.00","16,976.00","43,442.00","8,688.00","13,032.00","21,721.00","81,010.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,12,1,"47,818.00","50,342.00","80,743.00","74,300.00","14,860.00","22,290.00","37,150.00","178,903.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,1,2,"40,568.00","46,867.00","75,737.00","82,418.00","16,483.00","24,725.00","41,209.00","163,172.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,2,2,"22,017.00","19,931.00","42,440.00","32,424.00","6,484.00","9,727.00","16,212.00","84,388.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,3,2,"114,027.00","36,374.00","35,854.00","67,872.00","13,574.00","20,361.00","33,936.00","186,255.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,4,2,"102,945.00","62,956.00","23,643.00","90,042.00","18,008.00","27,012.00","45,021.00","189,544.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,5,2,"51,222.00","44,689.00","63,616.00","60,117.00","12,023.00","18,035.00","30,058.00","159,527.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,6,2,"71,143.00","37,961.00","22,511.00","61,062.00","12,212.00","18,318.00","30,531.00","131,615.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,7,2,"17,334.00","13,808.00","32,753.00","20,706.00","4,141.00","6,212.00","10,353.00","63,895.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,8,2,"50,542.00","30,915.00","17,286.00","54,356.00","10,871.00","16,306.00","27,178.00","98,743.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,9,2,"17,578.00","37,940.00","26,456.00","33,985.00","6,797.00","10,195.00","16,992.00","81,974.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,10,2,"96,219.00","30,479.00","23,923.00","45,887.00","9,177.00","13,766.00","22,943.00","150,621.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,11,2,"29,522.00","24,819.00","19,177.00","43,190.00","8,638.00","12,957.00","21,595.00","73,518.00"
17,Gulu,2,Primary,Small Business,1,1,1,39.28,1,0,0,31.36,12,2,"56,956.00","25,204.00","64,589.00","68,032.00","13,606.00","20,409.00","34,016.00","146,749.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,1,1,"45,080.00","24,150.00","41,319.00","63,539.00","12,707.00","19,061.00","31,769.00","110,549.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,2,1,"79,288.00","19,226.00","53,637.00","54,222.00","10,844.00","16,266.00","27,111.00","152,151.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,3,1,"118,445.00","12,996.00","27,043.00","61,820.00","12,364.00","18,546.00","30,910.00","158,484.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,4,1,"76,965.00","48,500.00","32,968.00","65,742.00","13,148.00","19,722.00","32,871.00","158,433.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,5,1,"77,726.00","9,189.00","36,849.00","44,383.00","8,876.00","13,315.00","22,191.00","123,764.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,6,1,"88,585.00","38,842.00","27,214.00","67,453.00","13,490.00","20,236.00","33,726.00","154,641.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,7,1,"19,512.00","18,292.00","37,776.00","29,055.00","5,811.00","8,716.00","14,527.00","75,580.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,8,1,"32,497.00","5,876.00","16,836.00","18,640.00","3,728.00","5,592.00","9,320.00","55,209.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,9,1,"54,058.00","23,856.00","18,748.00","31,361.00","6,272.00","9,408.00","15,680.00","96,662.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,10,1,"52,213.00","19,881.00","37,066.00","41,197.00","8,239.00","12,359.00","20,598.00","109,160.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,11,1,"79,035.00","45,001.00","43,191.00","99,394.00","19,878.00","29,818.00","49,697.00","167,227.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,12,1,"27,820.00","26,515.00","53,766.00","40,741.00","8,148.00","12,222.00","20,370.00","108,101.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,1,2,"74,391.00","20,624.00","47,208.00","79,166.00","15,833.00","23,749.00","39,583.00","142,223.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,2,2,"47,127.00","17,779.00","47,600.00","49,246.00","9,849.00","14,774.00","24,623.00","112,506.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,3,2,"69,653.00","14,205.00","29,802.00","42,702.00","8,540.00","12,810.00","21,351.00","113,660.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,4,2,"86,342.00","14,672.00","68,801.00","92,863.00","18,572.00","27,859.00","46,431.00","169,815.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,5,2,"129,652.00","19,232.00","29,583.00","93,957.00","18,791.00","28,187.00","46,978.00","178,467.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,6,2,"75,877.00","11,028.00","26,858.00","55,201.00","11,040.00","16,560.00","27,600.00","113,763.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,7,2,"72,780.00","26,180.00","66,984.00","64,046.00","12,809.00","19,213.00","32,023.00","165,944.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,8,2,"73,799.00","18,216.00","36,021.00","67,687.00","13,537.00","20,306.00","33,843.00","128,036.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,9,2,"39,791.00","16,886.00","47,665.00","31,910.00","6,382.00","9,573.00","15,955.00","104,342.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,10,2,"36,065.00","24,203.00","46,775.00","41,099.00","8,219.00","12,329.00","20,549.00","107,043.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,11,2,"68,300.00","19,961.00","33,474.00","67,993.00","13,598.00","20,397.00","33,996.00","121,735.00"
18,Jinja,5,Secondary,Livestock Rearing,1,0,0,8.4,1,1,0,23.56,12,2,"110,975.00","55,986.00","40,451.00","76,782.00","15,356.00","23,034.00","38,391.00","207,412.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,1,1,"104,287.00","28,232.00","54,698.00","91,528.00","18,305.00","27,458.00","45,764.00","187,217.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,2,1,"33,220.00","25,648.00","27,006.00","38,109.00","7,621.00","11,432.00","19,054.00","85,874.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,3,1,"60,648.00","47,686.00","67,702.00","75,467.00","15,093.00","22,640.00","37,733.00","176,036.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,4,1,"73,335.00","16,948.00","35,391.00","63,573.00","12,714.00","19,072.00","31,786.00","125,674.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,5,1,"17,644.00","23,580.00","36,362.00","24,163.00","4,832.00","7,249.00","12,081.00","77,586.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,6,1,"23,414.00","31,125.00","27,738.00","36,972.00","7,394.00","11,091.00","18,486.00","82,277.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,7,1,"67,512.00","39,918.00","42,681.00","64,849.00","12,969.00","19,454.00","32,424.00","150,111.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,8,1,"35,681.00","20,224.00","13,610.00","36,511.00","7,302.00","10,953.00","18,255.00","69,515.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,9,1,"15,987.00","29,656.00","11,163.00","24,308.00","4,861.00","7,292.00","12,154.00","56,806.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,10,1,"26,984.00","23,896.00","27,353.00","44,704.00","8,940.00","13,411.00","22,352.00","78,233.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,11,1,"80,794.00","14,550.00","14,031.00","65,383.00","13,076.00","19,615.00","32,691.00","109,375.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,12,1,"98,045.00","34,521.00","70,837.00","114,462.00","22,892.00","34,338.00","57,231.00","203,403.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,1,2,"27,280.00","20,864.00","38,086.00","46,464.00","9,292.00","13,939.00","23,232.00","86,230.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,2,2,"85,315.00","25,096.00","58,308.00","86,907.00","17,381.00","26,072.00","43,453.00","168,719.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,3,2,"61,096.00","39,132.00","33,554.00","62,643.00","12,528.00","18,792.00","31,321.00","133,782.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,4,2,"59,294.00","18,438.00","72,260.00","80,404.00","16,080.00","24,121.00","40,202.00","149,992.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,5,2,"103,791.00","59,610.00","41,506.00","98,532.00","19,706.00","29,559.00","49,266.00","204,907.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,6,2,"50,824.00","14,225.00","28,505.00","55,063.00","11,012.00","16,518.00","27,531.00","93,554.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,7,2,"57,847.00","45,303.00","49,211.00","86,364.00","17,272.00","25,909.00","43,182.00","152,361.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,8,2,"55,678.00","59,473.00","48,274.00","77,288.00","15,457.00","23,186.00","38,644.00","163,425.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,9,2,"21,237.00","31,553.00","27,855.00","34,474.00","6,894.00","10,342.00","17,237.00","80,645.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,10,2,"74,683.00","24,492.00","27,212.00","45,383.00","9,076.00","13,615.00","22,691.00","126,387.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,11,2,"50,654.00","42,333.00","30,010.00","45,929.00","9,185.00","13,778.00","22,964.00","122,997.00"
19,Arua,8,Primary,Livestock Rearing,0,0,1,37.3,0,0,0,43.11,12,2,"106,504.00","50,093.00","38,929.00","71,491.00","14,298.00","21,447.00","35,745.00","195,526.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,1,1,"28,304.00","22,879.00","17,883.00","39,193.00","7,838.00","11,758.00","19,596.00","69,066.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,2,1,"79,709.00","64,914.00","43,139.00","107,971.00","21,594.00","32,391.00","53,985.00","187,762.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,3,1,"104,010.00","46,073.00","43,433.00","76,640.00","15,328.00","22,992.00","38,320.00","193,516.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,4,1,"38,374.00","36,767.00","55,973.00","66,942.00","13,388.00","20,082.00","33,471.00","131,114.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,5,1,"34,962.00","33,424.00","26,144.00","31,894.00","6,378.00","9,568.00","15,947.00","94,530.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,6,1,"20,088.00","20,040.00","29,343.00","32,542.00","6,508.00","9,762.00","16,271.00","69,471.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,7,1,"113,362.00","67,888.00","35,112.00","84,342.00","16,868.00","25,302.00","42,171.00","216,362.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,8,1,"37,102.00","37,722.00","39,544.00","66,925.00","13,385.00","20,077.00","33,462.00","114,368.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,9,1,"18,254.00","6,249.00","21,591.00","15,709.00","3,141.00","4,712.00","7,854.00","46,094.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,10,1,"44,986.00","24,810.00","37,154.00","36,419.00","7,283.00","10,925.00","18,209.00","106,950.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,11,1,"33,797.00","35,705.00","51,840.00","64,479.00","12,895.00","19,343.00","32,239.00","121,342.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,12,1,"114,323.00","22,289.00","19,527.00","61,453.00","12,290.00","18,436.00","30,726.00","156,139.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,1,2,"100,715.00","38,945.00","60,037.00","75,201.00","15,040.00","22,560.00","37,600.00","199,697.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,2,2,"127,383.00","31,132.00","53,740.00","77,019.00","15,403.00","23,105.00","38,509.00","212,255.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,3,2,"48,216.00","17,598.00","61,755.00","47,951.00","9,590.00","14,385.00","23,975.00","127,569.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,4,2,"59,927.00","50,304.00","74,350.00","110,145.00","22,029.00","33,043.00","55,072.00","184,581.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,5,2,"115,347.00","31,871.00","30,707.00","77,597.00","15,519.00","23,279.00","38,798.00","177,925.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,6,2,"31,270.00","27,199.00","52,235.00","41,522.00","8,304.00","12,456.00","20,761.00","110,704.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,7,2,"67,895.00","48,146.00","59,829.00","56,096.00","11,219.00","16,828.00","28,048.00","175,870.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,8,2,"34,631.00","29,792.00","12,906.00","26,008.00","5,201.00","7,802.00","13,004.00","77,329.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,9,2,"70,280.00","26,674.00","61,333.00","78,674.00","15,734.00","23,602.00","39,337.00","158,287.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,10,2,"36,525.00","43,545.00","33,308.00","42,871.00","8,574.00","12,861.00","21,435.00","113,378.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,11,2,"40,299.00","18,402.00","48,981.00","50,262.00","10,052.00","15,078.00","25,131.00","107,682.00"
20,Gulu,3,Primary,Casual Labor,1,0,0,2.13,0,0,0,41.26,12,2,"55,561.00","48,119.00","18,590.00","56,954.00","11,390.00","17,086.00","28,477.00","122,270.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,1,1,"78,554.00","49,987.00","47,600.00","71,969.00","14,393.00","21,590.00","35,984.00","176,141.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,2,1,"94,759.00","43,067.00","33,995.00","88,321.00","17,664.00","26,496.00","44,160.00","171,821.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,3,1,"104,230.00","19,127.00","64,374.00","58,193.00","11,638.00","17,458.00","29,096.00","187,731.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,4,1,"66,049.00","14,677.00","14,940.00","40,669.00","8,133.00","12,200.00","20,334.00","95,666.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,5,1,"21,439.00","30,841.00","31,198.00","35,915.00","7,183.00","10,774.00","17,957.00","83,478.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,6,1,"69,971.00","34,025.00","17,817.00","41,094.00","8,218.00","12,328.00","20,547.00","121,813.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,7,1,"36,650.00","10,487.00","48,923.00","29,258.00","5,851.00","8,777.00","14,629.00","96,060.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,8,1,"94,578.00","22,183.00","15,777.00","61,000.00","12,200.00","18,300.00","30,500.00","132,538.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,9,1,"79,607.00","38,012.00","60,357.00","69,127.00","13,825.00","20,738.00","34,563.00","177,976.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,10,1,"84,853.00","37,469.00","53,213.00","101,749.00","20,349.00","30,524.00","50,874.00","175,535.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,11,1,"95,113.00","12,963.00","24,643.00","67,913.00","13,582.00","20,373.00","33,956.00","132,719.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,12,1,"44,480.00","6,479.00","19,588.00","23,029.00","4,605.00","6,908.00","11,514.00","70,547.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,1,2,"71,173.00","42,001.00","53,995.00","83,021.00","16,604.00","24,906.00","41,510.00","167,169.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,2,2,"99,580.00","56,509.00","25,954.00","102,413.00","20,482.00","30,723.00","51,206.00","182,043.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,3,2,"16,947.00","13,038.00","26,514.00","33,168.00","6,633.00","9,950.00","16,584.00","56,499.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,4,2,"59,878.00","31,385.00","38,249.00","51,002.00","10,200.00","15,300.00","25,501.00","129,512.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,5,2,"24,847.00","11,449.00","30,141.00","28,660.00","5,732.00","8,598.00","14,330.00","66,437.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,6,2,"51,104.00","5,713.00","19,790.00","37,811.00","7,562.00","11,343.00","18,905.00","76,607.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,7,2,"22,384.00","19,125.00","58,694.00","57,400.00","11,480.00","17,220.00","28,700.00","100,203.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,8,2,"30,593.00","27,436.00","13,301.00","35,865.00","7,173.00","10,759.00","17,932.00","71,330.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,9,2,"43,045.00","26,026.00","40,274.00","45,407.00","9,081.00","13,622.00","22,703.00","109,345.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,10,2,"132,254.00","51,558.00","49,722.00","76,379.00","15,275.00","22,913.00","38,189.00","233,534.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,11,2,"29,590.00","36,073.00","15,717.00","27,934.00","5,586.00","8,380.00","13,967.00","81,380.00"
21,Fort Portal,2,Secondary,Livestock Rearing,0,1,0,6.47,0,0,0,45.18,12,2,"33,208.00","65,977.00","52,683.00","70,519.00","14,103.00","21,155.00","35,259.00","151,868.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,1,1,"94,421.00","19,409.00","25,596.00","51,797.00","10,359.00","15,539.00","25,898.00","139,426.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,2,1,"23,649.00","15,983.00","37,445.00","33,518.00","6,703.00","10,055.00","16,759.00","77,077.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,3,1,"118,368.00","36,435.00","48,037.00","85,640.00","17,128.00","25,692.00","42,820.00","202,840.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,4,1,"18,876.00","20,053.00","12,632.00","24,293.00","4,858.00","7,287.00","12,146.00","51,561.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,5,1,"106,279.00","23,527.00","76,541.00","82,547.00","16,509.00","24,764.00","41,273.00","206,347.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,6,1,"17,583.00","25,647.00","29,311.00","31,786.00","6,357.00","9,535.00","15,893.00","72,541.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,7,1,"90,837.00","28,473.00","29,555.00","70,650.00","14,130.00","21,195.00","35,325.00","148,865.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,8,1,"22,816.00","13,603.00","17,060.00","25,575.00","5,115.00","7,672.00","12,787.00","53,479.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,9,1,"104,808.00","21,215.00","25,724.00","66,823.00","13,364.00","20,047.00","33,411.00","151,747.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,10,1,"52,202.00","31,720.00","64,912.00","76,535.00","15,307.00","22,960.00","38,267.00","148,834.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,11,1,"99,576.00","16,333.00","44,820.00","67,034.00","13,406.00","20,110.00","33,517.00","160,729.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,12,1,"31,826.00","23,559.00","48,054.00","55,484.00","11,096.00","16,645.00","27,742.00","103,439.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,1,2,"37,381.00","20,861.00","34,408.00","55,162.00","11,032.00","16,548.00","27,581.00","92,650.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,2,2,"44,764.00","21,150.00","31,907.00","51,627.00","10,325.00","15,488.00","25,813.00","97,821.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,3,2,"68,514.00","35,475.00","34,384.00","73,887.00","14,777.00","22,166.00","36,943.00","138,373.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,4,2,"53,252.00","38,935.00","41,437.00","75,053.00","15,010.00","22,516.00","37,526.00","133,624.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,5,2,"24,005.00","10,383.00","33,374.00","22,432.00","4,486.00","6,729.00","11,216.00","67,762.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,6,2,"120,070.00","38,263.00","31,915.00","89,101.00","17,820.00","26,730.00","44,550.00","190,248.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,7,2,"43,192.00","32,686.00","54,714.00","65,500.00","13,100.00","19,650.00","32,750.00","130,592.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,8,2,"29,469.00","19,516.00","17,393.00","38,139.00","7,627.00","11,441.00","19,069.00","66,378.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,9,2,"47,343.00","44,574.00","29,380.00","66,716.00","13,343.00","20,015.00","33,358.00","121,297.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,10,2,"59,369.00","25,043.00","24,079.00","45,213.00","9,042.00","13,564.00","22,606.00","108,491.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,11,2,"59,650.00","22,948.00","16,944.00","39,178.00","7,835.00","11,753.00","19,589.00","99,542.00"
22,Kampala,7,Primary,Livestock Rearing,0,1,0,2,0,0,0,47.77,12,2,"52,290.00","18,497.00","16,298.00","33,863.00","6,772.00","10,159.00","16,931.00","87,085.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,1,1,"34,552.00","36,018.00","61,418.00","49,503.00","9,900.00","14,851.00","24,751.00","131,988.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,2,1,"41,606.00","21,888.00","32,774.00","37,810.00","7,562.00","11,343.00","18,905.00","96,268.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,3,1,"93,298.00","26,970.00","21,550.00","73,779.00","14,755.00","22,133.00","36,889.00","141,818.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,4,1,"30,670.00","32,065.00","26,276.00","29,788.00","5,957.00","8,936.00","14,894.00","89,011.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,5,1,"74,754.00","15,228.00","24,972.00","59,821.00","11,964.00","17,946.00","29,910.00","114,954.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,6,1,"27,597.00","41,833.00","30,345.00","35,750.00","7,150.00","10,725.00","17,875.00","99,775.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,7,1,"69,407.00","50,540.00","67,621.00","91,385.00","18,277.00","27,415.00","45,692.00","187,568.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,8,1,"28,888.00","6,470.00","20,675.00","26,828.00","5,365.00","8,048.00","13,414.00","56,033.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,9,1,"18,506.00","28,669.00","28,860.00","36,328.00","7,265.00","10,898.00","18,164.00","76,035.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,10,1,"40,245.00","60,316.00","59,327.00","62,868.00","12,573.00","18,860.00","31,434.00","159,888.00"
23,Hoima,4,None,Subsistence Farming,0,1,0,9.94,0,0,0,45.31,11,1,"63,218.00","44,037.00","30,316.00","47,459.00","9,491.00","14,237.00","23,729.00","137,571.00"
